mouse,distance_microns,grey_value,grey_value_normalised
D,104.196,4.6273,0.191959545
D,104.82,4.6957,0.19479706
D,105.443,4.4099,0.182940893
D,106.067,4.5342,0.188097372
D,106.691,4.323,0.179335922
D,107.315,4.3478,0.180364729
D,107.939,3.9193,0.162588776
D,108.563,4.3665,0.181140482
D,109.187,4.6087,0.19118794
D,109.811,4.528,0.18784017
D,110.435,4.5404,0.188354573
D,111.059,4.646,0.192735298
D,111.683,5.1988,0.215667729
D,112.307,4.7516,0.197116023
D,112.931,4.7453,0.196854673
D,113.554,4.677,0.194021306
D,114.178,4.3975,0.18242649
D,114.802,4.9006,0.203297159
D,115.426,5.0932,0.211287004
D,116.05,5.2112,0.216182132
D,116.674,5.1988,0.215667729
D,117.298,4.7578,0.197373224
D,117.922,4.7205,0.195825866
D,118.546,4.6584,0.193249701
D,119.17,4.1677,0.172893436
D,119.794,3.8137,0.158208051
D,120.418,4.2174,0.174955197
D,121.042,4.0621,0.168512711
D,121.666,4.323,0.179335922
D,122.289,3.9503,0.163874784
D,122.913,3.9503,0.163874784
D,123.537,4.2671,0.177016959
D,124.161,4.0932,0.169802867
D,124.785,4.1304,0.171346077
D,125.409,4.118,0.170831674
D,126.033,4.0994,0.170060069
D,126.657,4.0807,0.169284316
D,127.281,3.9689,0.164646389
D,127.905,4.0745,0.169027114
D,128.529,4.3478,0.180364729
D,129.153,4.0807,0.169284316
D,129.777,4.0062,0.166193748
D,130.4,3.9068,0.162070224
D,131.024,4,0.165936546
D,131.648,3.8571,0.160008463
D,132.272,4.1491,0.172121831
D,132.896,4.441,0.18423105
D,133.52,4.3354,0.179850325
D,134.144,4.1429,0.171864629
D,134.768,3.4969,0.145065877
D,135.392,3.9627,0.164389188
D,136.016,4.1801,0.173407839
D,136.64,4.2298,0.1754696
D,137.264,4.4037,0.182683692
D,137.888,4.087,0.169545666
D,138.512,3.8261,0.158722455
D,139.135,3.8261,0.158722455
D,139.759,3.7516,0.155631886
D,140.383,3.8944,0.161555821
D,141.007,4.1988,0.174183592
D,141.631,3.9317,0.163103179
D,142.255,3.6894,0.153051573
D,142.879,3.7391,0.155113335
D,143.503,3.8758,0.160784216
D,144.127,3.913,0.162327426
D,144.751,4.0994,0.170060069
D,145.375,3.8509,0.159751261
D,145.999,3.8634,0.160269813
D,146.623,3.7329,0.154856133
D,147.246,3.5652,0.147899243
D,147.87,3.5342,0.146613235
D,148.494,3.3851,0.14042795
D,149.118,3.7143,0.154084528
D,149.742,3.5342,0.146613235
D,150.366,3.8012,0.1576895
D,150.99,3.8199,0.158465253
D,151.614,3.6149,0.149961005
D,152.238,3.5466,0.147127638
D,152.862,3.4907,0.144808675
D,153.486,3.5342,0.146613235
D,154.11,3.5217,0.146094683
D,154.734,3.6646,0.152022766
D,155.358,3.882,0.161041418
D,155.981,3.5155,0.145837482
D,156.605,3.5031,0.145323078
D,157.229,3.0435,0.126256969
D,157.853,2.9938,0.124195208
D,158.477,2.9255,0.121361841
D,159.101,3.0248,0.125481216
D,159.725,2.8199,0.116981116
D,160.349,2.913,0.12084329
D,160.973,3.1677,0.131409299
D,161.597,3.4783,0.144294272
D,162.221,3.7019,0.153570125
D,162.845,3.4907,0.144808675
D,163.469,3.4037,0.141199555
D,164.092,2.9689,0.123162253
D,164.716,3.0932,0.128318731
D,165.34,2.9814,0.123680804
D,165.964,3.1925,0.132438106
D,166.588,2.9503,0.122390648
D,167.212,3,0.124452409
D,167.836,3.2733,0.135790024
D,168.46,3.0186,0.125224014
D,169.084,2.8323,0.11749552
D,169.708,2.795,0.115948161
D,170.332,3.0062,0.124709611
D,170.956,3.1366,0.130119142
D,171.58,3.2112,0.133213859
D,172.204,3.4161,0.141713959
D,172.827,3.3665,0.139656345
D,173.451,3.7267,0.154598931
D,174.075,3.1801,0.131923702
D,174.699,3.0248,0.125481216
D,175.323,3.0062,0.124709611
D,175.947,3.3727,0.139913547
D,176.571,3.7826,0.156917895
D,177.195,3.2236,0.133728262
D,177.819,3.236,0.134242666
D,178.443,3.3851,0.14042795
D,179.067,3.4783,0.144294272
D,179.691,3.3043,0.137076032
D,180.315,3.6522,0.151508363
D,180.938,3.7888,0.157175096
D,181.562,3.4658,0.14377572
D,182.186,3.6832,0.152794371
D,182.81,3.8323,0.158979656
D,183.434,3.8012,0.1576895
D,184.058,4.1615,0.172636234
D,184.682,4.236,0.175726802
D,185.306,4.5031,0.186807215
D,185.93,4.5155,0.187321618
D,186.554,5.1304,0.212830214
D,187.178,4.7081,0.195311463
D,187.802,4.6398,0.192478096
D,188.426,4.9193,0.204072913
D,189.05,4.764,0.197630426
D,189.673,4.9814,0.206649077
D,190.297,4.646,0.192735298
D,190.921,4.9379,0.204844517
D,191.545,4.4658,0.185259857
D,192.169,4.354,0.18062193
D,192.793,4.5155,0.187321618
D,193.417,4.4348,0.183973848
D,194.041,4.2422,0.175984004
D,194.665,4.3043,0.178560169
D,195.289,4.087,0.169545666
D,195.913,4.0807,0.169284316
D,196.537,4.441,0.18423105
D,197.161,4.2298,0.1754696
D,197.784,4.0932,0.169802867
D,198.408,4.1429,0.171864629
D,199.032,4.3416,0.180107527
D,199.656,4.5466,0.188611775
D,200.28,4.5155,0.187321618
D,200.904,4.7267,0.196083068
