mouse,distance_microns,grey_value,grey_value_normalised,,
A,311.963,0.5901,0.024394705,0.1366,18.7267
A,312.587,0.5776,0.023722304,0.1366,18.7267
A,313.211,0.6335,0.026729281,0.1366,18.7267
A,313.835,0.528,0.021054217,0.1366,18.7267
A,314.459,0.6398,0.027068171,0.1366,18.7267
A,315.083,0.4907,0.019047773,0.1366,18.7267
A,315.706,0.5901,0.024394705,0.1366,18.7267
A,316.33,0.3478,0.011360886,0.1366,18.7267
A,316.954,0.354,0.011694396,0.1366,18.7267
A,317.578,0.3975,0.014034352,0.1366,18.7267
A,318.202,0.472,0.018041861,0.1366,18.7267
A,318.826,0.4534,0.017041328,0.1366,18.7267
A,319.45,0.3292,0.010360353,0.1366,18.7267
A,320.074,0.2857,0.008020398,0.1366,18.7267
A,320.698,0.441,0.016374307,0.1366,18.7267
A,321.322,0.4348,0.016040796,0.1366,18.7267
