mouse,distance_microns,grey_value,grey_value_normalised
D,26.829,164.702,0.929689541
D,27.453,170.081,0.960241279
D,28.077,175.149,0.989026593
D,28.701,174.106,0.983102543
D,29.325,172.528,0.974139792
D,29.948,176.062,0.994212266
D,30.572,175.373,0.990298872
D,31.196,170.82,0.964438664
D,31.82,172.484,0.97388988
D,32.444,169,0.954101396
D,33.068,165.286,0.933006555
D,33.692,169.795,0.958616851
D,34.316,175,0.9881803
D,34.94,173.845,0.981620111
D,35.564,170.776,0.964188752
D,36.188,167.571,0.945984937
D,36.812,162.571,0.91758585
D,37.436,162.727,0.918471902
D,38.059,164.95,0.931098136
D,38.683,158.764,0.895962786
D,39.307,151.845,0.85666413
D,39.931,151.186,0.85292113
D,40.555,153.05,0.86350831
D,41.179,153.522,0.866189183
D,41.803,150.571,0.849428042
D,42.427,148.385,0.837011962
D,43.051,145.031,0.817961854
D,43.675,141.876,0.800042031
D,44.299,139.745,0.78793834
D,44.923,137.224,0.77361952
D,45.547,136.05,0.766951415
D,46.171,130.391,0.734809329
D,46.794,128.267,0.722745397
D,47.418,130.64,0.736223603
D,48.042,123.994,0.698475537
D,48.666,119.652,0.67381377
D,49.29,117.497,0.661573764
D,49.914,120.528,0.67878929
D,50.538,114.41,0.644040168
D,51.162,117.093,0.659279118
D,51.786,116.106,0.653673138
D,52.41,114.087,0.642205587
D,53.034,109.286,0.614936784
D,53.658,103.143,0.580045666
D,54.282,102.714,0.577609024
D,54.905,100.298,0.563886585
D,55.529,97.453,0.547727505
D,56.153,98.596,0.554219536
D,56.777,96.161,0.540389181
D,57.401,94.012,0.528183254
D,58.025,89.578,0.502998944
D,58.649,87.795,0.492871829
D,59.273,87.273,0.489906965
D,59.897,86.814,0.487299928
D,60.521,84.329,0.473185582
D,61.145,83.807,0.470220718
D,61.769,82.031,0.460133362
D,62.393,83.503,0.468494053
D,63.017,82.335,0.461860027
D,63.64,75.335,0.422101305
D,64.264,70.211,0.392997921
D,64.888,71.919,0.402699049
D,65.512,74.46,0.417131465
D,66.136,72.702,0.407146346
D,66.76,68.689,0.384353239
D,67.384,66.217,0.370312731
D,68.008,61.186,0.34173757
D,68.632,60.043,0.335245539
D,69.256,57.149,0.318808147
D,69.88,55.944,0.311963967
D,70.504,52.075,0.289988754
D,71.128,50.944,0.283564881
D,71.751,51.59,0.287234043
D,72.375,49.696,0.276476469
D,72.999,48.273,0.268394088
D,73.623,46.025,0.255625859
D,74.247,45.509,0.252695073
D,74.871,44.416,0.246487033
D,75.495,43.894,0.243522168
D,76.119,41.565,0.230293874
D,76.743,38.689,0.213958719
D,77.367,36.472,0.201366564
D,77.991,37.261,0.20584794
D,78.615,35.037,0.193216026
D,79.239,35.298,0.194698458
D,79.863,34.497,0.190148925
D,80.486,32.739,0.180163806
D,81.11,32.981,0.181538322
D,81.734,30.752,0.168878009
D,82.358,29.416,0.161289773
D,82.982,30.416,0.16696959
D,83.606,29.006,0.158961048
D,84.23,27.348,0.149543911
D,84.854,24.503,0.13338483
D,85.478,22.919,0.124388
D,86.102,24.186,0.131584328
D,86.726,22.683,0.123047563
D,87.35,22.335,0.121070986
D,87.974,21.28,0.115078779
D,88.597,18.317,0.09824948
D,89.221,17.571,0.094012337
D,89.845,16.64,0.088724427
D,90.469,14.329,0.075598369
D,91.093,14.23,0.075036067
D,91.717,14.472,0.076410583
D,92.341,13.627,0.071611137
D,92.965,13.714,0.072105281
D,93.589,13.354,0.070060547
D,94.213,12.72,0.066459543
D,94.837,11.739,0.060887642
D,95.461,11.578,0.059973191
D,96.085,10.758,0.055315741
D,96.708,10.553,0.054151378
D,97.332,9.795,0.049846077
D,97.956,9.919,0.050550374
D,98.58,9.28,0.046920971
D,99.204,9.068,0.04571685
D,99.828,8.988,0.045262464
D,100.452,8.019,0.039758721
D,101.076,7.503,0.036827936
D,101.7,7.584,0.037288001
D,102.324,7.727,0.038100215
D,102.948,8.242,0.041025321
D,103.572,7.391,0.036191796
D,104.196,7.54,0.037038089
D,104.82,7.702,0.037958219
D,105.443,7.491,0.036759778
D,106.067,6.795,0.032806625
D,106.691,5.981,0.028183254
D,107.315,6.348,0.030267747
D,107.939,6.019,0.028399087
D,108.563,5.335,0.024514092
D,109.187,5.571,0.025854529
D,109.811,4.963,0.0224012
D,110.435,4.441,0.019436335
D,111.059,4.043,0.017175768
D,111.683,4.137,0.01770967
D,112.307,4.963,0.0224012
D,112.931,4.441,0.019436335
D,113.554,4.366,0.019010349
D,114.178,4.298,0.018624121
D,114.802,4.205,0.018095898
D,115.426,3.584,0.014568731
D,116.05,3.944,0.016613466
D,116.674,3.565,0.014460815
D,117.298,3.422,0.013648601
D,117.922,3.528,0.014250662
D,118.546,3.385,0.013438448
D,119.17,3.565,0.014460815
D,119.794,3.77,0.015625177
D,120.418,4.075,0.017357522
D,121.042,3.969,0.016755461
D,121.666,3.366,0.013330531
D,122.289,4.019,0.017039452
D,122.913,3.832,0.015977326
D,123.537,3.857,0.016119322
D,124.161,3.043,0.01149595
D,124.785,2.95,0.010967727
D,125.409,3.18,0.012274085
D,126.033,2.882,0.0105815
D,126.657,2.901,0.010689416
D,127.281,2.894,0.010649658
D,127.905,3.41,0.013580443
D,128.529,3.149,0.012098011
D,129.153,3.143,0.012063932
D,129.777,3.112,0.011887858
D,130.4,2.714,0.00962729
D,131.024,2.845,0.010371346
D,131.648,2.839,0.010337268
D,132.272,2.801,0.010121434
D,132.896,3.025,0.011393714
D,133.52,2.758,0.009877202
D,134.144,2.441,0.0080767
D,134.768,2.062,0.005924049
D,135.392,2.646,0.009241063
D,136.016,2.863,0.010473583
D,136.64,2.547,0.008678761
D,137.264,2.404,0.007866547
D,137.888,2.671,0.009383058
D,138.512,2.335,0.00747464
D,139.135,2.472,0.008252775
D,139.759,2.528,0.008570844
D,140.383,2.174,0.006560189
D,141.007,2.155,0.006452272
D,141.631,2.161,0.006486351
D,142.255,2.199,0.006702184
D,142.879,2.155,0.006452272
D,143.503,2.36,0.007616635
D,144.127,2.627,0.009133146
D,144.751,2.217,0.006804421
D,145.375,2.348,0.007548477
D,145.999,2.416,0.007934705
D,146.623,2.161,0.006486351
D,147.246,1.882,0.004901682
D,147.87,2.056,0.005889971
D,148.494,2.267,0.007088412
D,149.118,1.888,0.004935761
D,149.742,2.099,0.006134203
D,150.366,2.317,0.007372403
D,150.99,2.23,0.006878259
D,151.614,2.354,0.007582556
D,152.238,2.205,0.006736263
D,152.862,2.466,0.008218696
D,153.486,2.143,0.006384115
D,154.11,1.894,0.00496984
D,154.734,2.248,0.006980496
D,155.358,1.82,0.004549534
D,155.981,1.901,0.005009599
D,156.605,2.031,0.005747975
D,157.229,1.87,0.004833525
D,157.853,2.398,0.007832468
D,158.477,2.261,0.007054333
D,159.101,1.938,0.005219752
D,159.725,2.025,0.005713896
D,160.349,2.441,0.0080767
D,160.973,2.466,0.008218696
D,161.597,2.006,0.00560598
D,162.221,2.516,0.008502687
D,162.845,2.522,0.008536765
D,163.469,1.925,0.005145915
D,164.092,1.839,0.00465745
D,164.716,1.938,0.005219752
D,165.34,2.081,0.006031966
D,165.964,1.59,0.003243176
D,166.588,1.963,0.005361748
D,167.212,1.863,0.004793766
D,167.836,2.286,0.007196329
D,168.46,2.292,0.007230407
D,169.084,2.28,0.00716225
D,169.708,2.031,0.005747975
D,170.332,1.733,0.00405539
D,170.956,1.733,0.00405539
D,171.58,1.975,0.005429905
D,172.204,1.739,0.004089468
D,172.827,1.727,0.004021311
D,173.451,1.863,0.004793766
D,174.075,1.851,0.004725608
D,174.699,1.739,0.004089468
D,175.323,1.739,0.004089468
D,175.947,1.919,0.005111836
D,176.571,2.199,0.006702184
D,177.195,1.932,0.005185673
D,177.819,1.758,0.004197385
D,178.443,1.894,0.00496984
D,179.067,1.677,0.00373732
D,179.691,1.975,0.005429905
D,180.315,1.621,0.00341925
D,180.938,1.627,0.003453329
D,181.562,1.64,0.003527167
D,182.186,1.739,0.004089468
D,182.81,1.547,0.002998944
D,183.434,1.391,0.002112892
D,184.058,1.907,0.005043678
D,184.682,1.876,0.004867603
D,185.306,1.807,0.004475696
D,185.93,1.578,0.003175018
D,186.554,1.839,0.00465745
D,187.178,1.646,0.003561245
D,187.802,1.652,0.003595324
D,188.426,1.609,0.003351092
D,189.05,1.559,0.003067101
D,189.673,1.677,0.00373732
D,190.297,1.565,0.00310118
D,190.921,1.602,0.003311334
D,191.545,1.466,0.002538878
D,192.169,1.975,0.005429905
D,192.793,1.236,0.00123252
D,193.417,1.72,0.003981552
D,194.041,1.522,0.002856948
D,194.665,1.453,0.002465041
D,195.289,1.615,0.003385171
D,195.913,1.304,0.001618748
D,196.537,1.019,0
D,197.161,1.161,0.000806534
D,197.784,1.304,0.001618748
D,198.408,1.534,0.002925106
D,199.032,1.342,0.001834581
D,199.656,1.509,0.00278311
D,200.28,1.435,0.002362804
D,200.904,1.41,0.002220809
