cell,animal,layer,type,pharma,drug,pulse,epsp,ipsp,epsp_halfwidth
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,18,3.57176,-0.480328,20.2124
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,19,4.14738,-0.404702,23.0058
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,20,3.94138,0.0262018,23.2074
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,21,3.61271,-0.45872,22.0354
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,22,3.51135,-0.696979,21.0935
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,23,3.04692,-0.970939,18.944
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,24,3.65509,-0.646998,20.8253
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,25,4.46342,-0.613966,21.8185
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,26,4.16036,-0.141721,21.1318
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,27,3.86525,-0.320766,22.6194
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,28,4.03414,-0.48074,21.7592
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,29,4.39069,-0.226867,23.53
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,gz,30,3.502,-0.582825,21.04
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,1,3.83315,-0.275481,21.779
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,2,3.65863,-0.198508,22.5175
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,3,3.24729,-0.840504,20.0799
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,4,3.22735,-0.466099,21.0403
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,5,3.5041,-0.510782,20.4244
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,6,3.9466,-0.608455,21.9747
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,7,3.18118,-0.617923,22.2673
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,8,3.05664,-0.304968,22.2441
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,9,3.55309,-0.522806,21.1334
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,10,3.53113,-0.206963,20.2992
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,11,3.68599,-0.196453,21.1033
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,12,3.83997,-0.625799,23.6391
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,13,3.20772,-0.598824,20.6987
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,14,3.53366,-0.202946,23.0613
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,15,3.31765,-0.265682,20.9438
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,16,3.70707,0.125226,23.0806
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,17,3.19568,-0.430809,21.3159
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,18,3.70816,-0.559702,21.9067
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,19,3.47482,-0.492442,21.8662
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,20,3.4504,-0.591266,21.7522
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,21,3.63116,-0.221518,22.8054
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,22,3.60408,-0.459913,21.0761
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,23,3.4815,-0.307189,21.8898
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,24,3.72105,0.185338,23.6368
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,25,3.57818,-0.0780678,23.3014
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,26,3.52784,-0.0212692,21.3948
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,27,3.51019,-0.527011,19.6234
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,28,3.38355,0.0576536,22.7806
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,29,4.2456,-0.383868,21.7042
1355_S4C1,1355,l2,l2_pc,gaba_gzcgp,cgp,30,3.61098,-0.451525,20.6161
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,1,4.16667,-0.6741,25.1098
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,2,5.88973,-0.0641357,26.5142
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,3,4.81623,-0.615313,22.8315
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,4,3.97342,-0.581641,24.4729
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,5,4.8219,-0.645365,25.287
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,6,4.30962,-0.459729,24.2195
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,7,4.78989,-0.269629,27.3998
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,8,4.57377,-0.222359,24.6235
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,9,4.66695,0.0776688,26.659
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,10,3.87059,-0.543096,23.1064
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,11,4.95524,-0.513506,23.2716
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,12,4.69032,-0.177239,25.8097
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,13,4.48467,-0.333788,23.431
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,14,4.85167,-0.43405,24.4931
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,15,4.04015,-0.392887,22.3976
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,16,4.92758,-0.573905,27.3706
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,17,5.11417,-0.351601,22.9982
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,18,5.1114,-0.220444,27.0142
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,19,4.44994,-0.69292,27.206
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,20,3.79994,-0.539342,21.7859
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,21,4.33089,-0.0307189,25.4787
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,22,4.2076,-0.212041,28.7513
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,23,3.6871,-0.387308,21.3784
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,24,4.37933,-0.699543,27.1561
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,25,4.2242,-0.0451439,23.5046
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,26,5.6869,0.608034,25.8123
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,27,4.63802,-0.336683,NA
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,28,3.67165,-0.411684,23.7046
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,29,3.97795,-0.440207,NA
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,baseline,30,3.79849,-0.341396,NA
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,1,4.09083,-0.184463,24.9258
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,2,4.56826,-0.622216,27.1735
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,3,4.8353,-0.425122,25.908
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,4,4.31483,-0.269996,28.5247
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,5,3.96534,-0.946858,30.8049
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,6,4.22073,-0.12302,27.3566
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,7,3.35497,-0.241761,25.7032
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,8,4.20535,-0.375003,41.1644
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,9,4.02464,-0.509584,32.4276
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,10,4.24825,-0.534492,27.7974
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,11,4.2577,-0.556291,28.2551
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,12,4.22828,-0.316365,29.277
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,13,4.72951,-0.673761,29.1124
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,14,4.82844,-0.555492,27.9242
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,15,4.5451,-0.694479,36.8606
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,16,3.92322,-0.436899,31.3564
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,17,4.44125,-1.21351,29.0419
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,18,4.06881,-0.35381,27.0683
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,19,4.7206,-1.01601,26.8655
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,20,4.76633,-0.578909,30.9408
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,21,4.50952,-0.667563,32.7774
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,22,4.38237,-0.105724,28.3821
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,23,4.14648,-0.271674,32.8977
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,24,3.96092,-0.26676,31.8806
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,25,3.64956,-0.392104,28.3147
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,26,4.19835,-0.666229,36.1892
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,27,5.20142,-0.524769,NA
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,28,4.46094,-0.23549,25.8638
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,29,3.77942,-0.757787,NA
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,gz,30,4.44775,0.0757243,NA
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,1,3.35204,-0.0824852,27.1326
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,2,4.04978,-0.0841441,27.913
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,3,3.83991,-0.0737789,27.0649
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,4,3.48215,-0.114571,28.5351
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,5,3.7788,-0.227151,26.3426
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,6,2.6254,-0.0397827,23.7326
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,7,4.47665,-0.0635249,29.4932
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,8,4.22784,-0.133764,27.3168
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,9,2.51958,0.152024,24.6348
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,10,4.07807,-0.0707397,35.227
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,11,3.47187,-0.267714,28.4276
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,12,4.35982,-0.162502,28.2955
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,13,3.6189,-0.0522341,28.3864
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,14,3.43484,-0.231825,27.9829
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,15,3.98231,-0.0236474,29.8648
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,16,3.37758,0.00258035,27.2308
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,17,4.00843,0.0456304,28.7718
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,18,4.04548,-0.372675,34.4105
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,19,3.64822,0.0202484,31.0091
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,20,3.92872,-0.319794,31.2942
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,21,3.69515,-0.081637,31.3539
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,22,3.66173,0.102202,30.3728
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,23,3.40395,-0.222539,30.3239
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,24,4.14034,-0.0441851,30.8187
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,25,3.76715,-0.0617155,35.7343
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,26,3.70852,0.0314368,29.3185
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,27,4.05478,-0.144628,NA
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,28,3.7218,0.163764,29.7342
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,29,2.17034,-0.148111,NA
1356_S1C1,1356,l2,l2_pc,gaba_gzcgp,cgp,30,3.81051,-0.0511001,NA
