cell,animal,layer,type,pharma,drug,pulse,epsp,ipsp,epsp_halfwidth
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,1,1.09765,-0.691036,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,2,0.844502,-0.939724,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,3,0.956948,-0.699302,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,4,0.905401,-0.57823,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,5,0.455952,-0.619941,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,6,0.805872,-0.459009,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,7,0.889584,-0.198214,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,8,0.870902,-0.532372,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,9,0.938375,-0.435136,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,10,0.80565,-0.185421,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,11,0.91108,-0.352312,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,12,0.729365,-0.428373,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,13,0.838573,-0.101903,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,14,0.770482,-0.277137,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,15,0.622228,-0.184319,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,16,0.999336,-0.0586998,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,17,0.328097,-0.386189,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,18,1.12085,0.0806751,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,19,0.128429,-0.365618,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,20,0.816365,-0.211909,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,21,0.733339,0.148517,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,22,0.883655,0.216988,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,23,0.600216,-0.0991886,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,24,0.504043,-0.37691,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,25,0.91543,-0.481891,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,26,0.43257,-0.414156,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,27,0.368841,-0.378183,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,28,0.262299,-0.364189,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,29,0.643648,-0.0126021,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,baseline,30,-0.124742,-0.325635,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,1,0.246378,-1.331,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,2,0.0320918,-1.44112,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,3,0.135918,-1.56349,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,4,0.0740732,-1.48694,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,5,-0.229369,-1.20705,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,6,0.223947,-1.64659,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,7,-0.00577617,-1.95815,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,8,-0.0945198,-1.4844,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,9,0.103413,-1.33111,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,10,-0.0283631,-1.38253,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,11,-0.0926518,-1.39474,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,12,0.129432,-1.84973,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,13,-0.0612392,-1.46749,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,14,0.0512284,-1.39074,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,15,-0.0250926,-1.50426,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,16,0.0351103,-1.74912,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,17,0.0921758,-1.52687,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,18,-0.0568478,-1.48095,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,19,0.0781143,-1.08855,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,20,0.392911,-1.44935,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,21,-0.249673,-1.79432,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,22,0.0746366,-1.89858,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,23,0.0905953,-1.64452,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,24,0.0799253,-1.57186,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,25,0.328482,-1.15961,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,26,0.00253618,-1.24449,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,27,-0.0700666,-1.08644,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,28,0.224371,-1.32622,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,29,-0.18283,-1.78104,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,cgp,30,0.309032,-1.29513,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,1,0.0415328,-0.509062,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,2,0.172811,-0.059332,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,3,0.318581,0.0968551,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,4,-0.151158,-0.369909,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,5,0.56309,0.655352,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,6,0.0646108,-0.109496,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,7,0.430494,0.378411,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,8,0.430853,0.155556,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,9,0.317178,0.0746184,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,10,-0.208015,-0.218432,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,11,0.090542,0.0622682,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,12,0.139475,-0.0554658,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,13,-0.310662,-0.0844716,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,14,0.625555,0.350257,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,15,0.348275,0.190537,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,16,0.44315,0.261602,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,17,0.293437,0.0300439,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,18,0.614662,0.229245,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,19,0.727596,0.684441,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,20,0.893326,0.954338,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,21,0.833774,0.45431,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,22,-0.0362162,-0.442466,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,23,0.144696,-0.0725655,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,24,-0.032072,-0.264214,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,25,0.328452,0.475773,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,26,-0.377121,-0.658371,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,27,0.143874,0.00250521,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,28,-0.101162,-0.302055,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,29,0.247124,0.141469,NA
1309_S1C2,1309,l2,l2_sc,gaba_cgpgz,gz,30,0.40076,0.219212,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,1,1.294,-0.240816,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,2,0.920413,-0.218427,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,3,1.08049,-0.0904898,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,4,1.29135,0.0999799,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,5,0.962586,-0.187117,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,6,0.845128,-0.299664,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,7,0.492038,-0.250818,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,8,1.21964,-0.22887,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,9,0.8113,-0.208342,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,10,0.554364,-0.07778,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,11,0.728952,-0.18727,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,12,0.653083,-0.140964,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,13,0.805643,-0.208196,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,14,0.341287,-0.340706,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,15,0.639012,-0.126167,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,16,0.915329,-0.130056,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,17,0.860165,-0.414835,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,18,0.704322,-0.0965706,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,19,0.813338,-0.392912,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,20,0.31351,-0.328008,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,21,0.523174,-0.212094,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,22,0.908716,-0.172089,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,23,0.534931,-0.111348,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,24,0.999819,-0.283814,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,25,0.828319,-0.0792724,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,26,0.84661,-0.102496,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,27,0.677752,-0.111832,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,28,0.391631,0.0301736,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,29,0.541853,-0.230766,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,30,0.728873,-0.116216,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,31,1.44645,-0.246558,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,32,0.318061,-0.0864038,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,33,1.16629,-0.131624,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,34,0.631701,-0.145681,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,35,0.899922,-0.282519,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,36,0.15636,-0.214026,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,37,0.438203,-0.00376105,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,38,0.597708,-0.249612,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,39,0.648689,-0.148335,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,40,0.916452,-0.14709,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,41,0.430252,-0.193706,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,42,1.0506,-0.321127,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,43,1.16023,0.389845,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,44,0.347753,-0.245549,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,45,0.446379,0.0341775,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,46,0.466159,0.0350596,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,47,0.656492,0.0929502,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,48,0.801244,-0.113787,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,49,0.179738,-0.0605888,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,baseline,50,0.513783,-0.0524394,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,1,0.0624476,-0.27535,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,2,0.429049,-0.0368736,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,3,-0.0332002,-0.278141,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,4,0.184437,-0.00112886,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,5,0.172326,0.396879,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,6,0.415756,-0.096745,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,7,0.277009,0.17567,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,8,0.162515,-0.249987,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,9,0.34619,0.172678,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,10,0.395839,-0.103266,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,11,0.0882843,-0.120049,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,12,0.176263,-0.15201,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,13,0.391094,-0.147002,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,14,0.0134321,-0.0204984,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,15,0.202895,-0.0790996,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,16,0.205825,0.093029,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,17,0.380128,0.0905463,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,18,0.0194749,0.0615899,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,19,0.42248,-0.15624,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,20,0.441875,0.251695,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,21,0.216604,0.192198,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,22,0.483274,-0.115089,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,23,0.175255,0.125553,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,24,0.115233,0.0847261,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,25,0.384486,-0.0271225,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,26,-0.0541647,-0.067854,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,27,0.399119,-0.0139783,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,28,0.324949,0.0971203,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,29,0.303149,0.104785,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,30,0.251215,-0.202059,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,31,0.22986,-0.0164201,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,32,0.324325,-0.00231145,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,33,0.400901,-0.115912,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,34,0.209753,-0.0476887,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,35,0.130731,-0.0930782,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,36,0.144426,0.0862412,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,37,0.114947,0.0167332,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,38,0.0919085,-0.166723,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,39,0.135902,0.116259,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,40,0.495334,-0.124162,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,41,0.1269,-0.0254816,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,42,0.011897,0.0459735,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,43,0.582715,-0.157761,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,44,0.593605,0.123517,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,45,0.388177,-0.0649479,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,46,0.248059,-0.0610182,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,47,0.0324821,0.0132844,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,48,0.309001,-0.347993,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,49,0.0537542,-0.117377,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,gz,50,0.108093,0.0839865,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,1,0.381524,-0.0607379,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,2,-0.0166242,-0.172725,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,3,0.126011,-0.14482,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,4,0.436845,0.177619,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,5,0.18516,0.0461739,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,6,-0.140661,0.0374639,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,7,1.08201,0.826654,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,8,0.549268,0.224265,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,9,0.622968,0.0122547,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,10,0.300532,0.040712,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,11,0.234958,0.153706,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,12,0.771416,0.168143,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,13,0.374039,-0.0155426,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,14,0.448023,0.0672189,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,15,0.209534,0.0745639,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,16,0.7776,0.0773015,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,17,0.568419,-0.308069,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,18,0.446733,-0.242552,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,19,0.269236,0.4237,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,20,0.21954,-0.416919,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,21,0.302067,0.0144173,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,22,0.438292,0.00242784,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,23,-0.0729358,-0.262073,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,24,0.423391,-0.0745279,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,25,-0.00896014,-0.119972,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,26,0.0929522,0.161999,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,27,0.620712,-0.100865,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,28,0.114723,0.0217171,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,29,0.102345,0.135977,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,30,0.1274,-0.200725,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,31,-0.11311,-0.0791804,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,32,0.24678,0.0949948,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,33,-0.0940371,-0.152817,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,34,0.514182,-0.0691517,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,35,0.267367,0.0926639,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,36,0.103679,-0.0113511,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,37,0.224853,0.0366089,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,38,0.150862,-0.338871,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,39,0.495923,0.66631,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,40,0.151628,0.13154,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,41,0.767877,-0.21382,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,42,0.412984,-0.186568,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,43,0.333568,0.232228,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,44,0.282643,0.0432074,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,45,0.47924,-0.179095,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,46,0.333425,-0.145593,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,47,0.714859,-0.0379671,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,48,0.221582,0.243606,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,49,0.51074,0.20315,NA
1237_S2C2,1237,l2,l2_sc,gaba_gzcgp,cgp,50,0.58119,-0.0589892,NA
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,1,4.21906,-0.115013,16.6492
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,2,3.7248,-0.153468,13.9931
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,3,5.13525,-0.0166884,15.6124
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,4,4.08653,-0.126413,15.2082
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,5,4.08079,-0.175458,15.1754
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,6,3.3588,-0.0751281,14.7173
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,7,3.93404,-0.215065,14.2386
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,8,4.21288,0.0344519,15.8922
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,9,3.57689,-0.133229,13.6151
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,10,1.96013,1.05715,11.6084
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,11,3.7241,-0.37501,13.7024
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,12,3.88537,-0.173564,14.4373
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,13,3.18278,-0.200852,14.0628
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,14,3.44044,-0.103909,14.1489
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,15,3.61045,0.0887235,14.8673
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,16,3.95999,-0.267391,NA
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,17,4.42951,-0.297716,13.8507
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,18,3.79459,-0.212399,14.6078
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,19,3.53377,-0.101501,14.2438
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,20,2.72783,-0.198363,14.463
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,21,4.44924,-0.242726,13.8298
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,22,3.72013,0.0513764,16.0013
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,23,2.66005,-0.115253,15.6557
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,24,2.26801,-0.215176,12.1092
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,25,2.52487,-0.241497,14.7646
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,26,3.53623,-0.245909,13.2582
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,27,2.96926,0.0796825,12.7419
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,28,3.6148,-0.214963,14.2258
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,29,2.51411,-0.25285,13.3074
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,baseline,30,2.89994,-0.0589861,15.6891
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,gz,1,4.99796,0.0208766,16.7123
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,gz,2,5.42443,0.0190687,16.012
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,gz,3,3.43322,-0.0791281,16.0407
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,gz,4,3.80576,-0.325495,15.4302
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,gz,5,5.92825,-0.20806,15.7534
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,gz,6,4.24748,-0.428859,14.5456
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,gz,7,4.95743,-0.401795,17.0184
1241_S2C2,1241,l2,l2_sc,gaba_gzcgp,gz,8,3.15165,-0.280794,16.7957
