cell,,animal,layer,type,vm,ir_neg,ir_pos,tm_on,tm_neg_off,tm_pos_on,tm_pos_off,sag,ap_thresh,ap_max,ap_halfwidth,rheobase,ahp_max,res_freq,res_mag,morphology_confirmed,dv,dist_psub,expression,response,epsp_tval,epsp_pval,epsp_sig,ipsp_tval,ipsp_pval,ipsp_sig,response_type,biphasic,subthreshold,baseline_vm,epsp,epsp_sd,epsp_pk,epsp_pk_sd,epsp_latency,epsp_latency_sd,epsp_halfwidth,ipsp,ipsp_sd,ipsp_pk,ipsp_pk_sd,ipsp_latency,ipsp_halfwidth,ei,ei_pk,interneuron_type
987_S3C1,,987,l2,l2_pc,-76.8755,57.0048,98.8724,7.73558,10.6498,17.0736,13.8509,0.744076,-42.6706,35.6494,0.36,196.25,-58.2031,1,1,N,3.16,NA,Axonal,Y,7.8,0,Y,NA,NA,NA,epsp,N,Y,-78.208476,0.51090009,0.461686909,0.87847778,0.420410026,NA,NA,NA,NA,NA,-0.694584876,0.415776073,NA,NA,1,0.558450597,NA
1042_S2C1_J,,1042,l2,l2_pc,-72.5405,241.957,302.182,9.99617,0.779076,13.0753,9.81374,0.880324,-37.2125,31.9737,0.5,86.875,-55.8188,5.025,21.2166,N,3.28,NA,Y,Y,43.3,0,Y,-8.8,0,Y,biphasic,Y,Y,-70.9726175,20.361105,2.977076343,20.6734,2.970675353,1.946025,0.107644593,17.3641125,-0.64446547,0.461627367,-1.241287725,0.328085334,NA,NA,0.969319306,0.943358183,NA
1042_S3C1_J,,1042,l2,l2_pc,-71.9971,139.317,152.822,7.44562,4.47505,5.15283,8.14664,0.924253,-34.2788,31.4625,0.54,188.75,-55.9688,5.0167,36.2732,N,4.28,NA,Y,Y,NA,NA,NA,NA,NA,NA,ap,N,N,-72.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049_S1C1_J,,1049,l2,l2_pc,-77.7255,79.1681,85.6674,7.61197,12.3601,9.23375,16.3565,0.835301,-43.04,40.2413,0.39,202.5,-57.85,4.6,36.262,Y,3.96,50.069,Axonal,Y,10.5,0,Y,-0.83,4.126,N,epsp,N,Y,-78.3662,0.664354365,0.399047948,0.95213845,0.342407492,NA,NA,NA,NA,NA,-0.69286215,0.139705588,NA,NA,1,0.578807357,NA
1082_S1C3,,1082,l2,l2_pc,-70.6467,64.176,78.7617,11.5223,11.2043,16.1257,14.8278,0.922033,-32.255,56.8819,0.56,320,-48.6625,1.5833,1.1543,Y,2.96,44.645,Axonal,Y,33.5,0,Y,NA,NA,NA,epsp,N,Y,-69.050886,2.6521228,0.560196907,2.8400066,0.550809029,3.644183673,0.952385375,20.24218286,NA,NA,-0.484806044,0.173365362,NA,NA,1,0.854185455,NA
1091_S1C1,,1091,l2,l2_pc,-66.0772,75.613,80.2068,25.4549,15.8546,26.0176,53.5905,0.704096,-41.675,52.6,0.6,151.25,-56.1562,3.5833,1.2824,N,3.16,650.075,Axonal,Y,19.2,0,Y,-6.4,0,Y,biphasic,Y,Y,-66.0772,1.70688778,0.62845688,2.0100732,0.641970867,3.575395833,0.880540012,22.14449346,-0.18611781,0.206769949,-0.66617732,0.154619116,NA,NA,0.90168132,0.751078117,NA
1091_S1C1_J,,1091,l2,l2_pc,-69.0542,110.475,123.488,34.1095,42.9085,24.8734,19.6677,0.639483,-46.2925,57.135,0.47,116.875,-61.4312,1,1,Y,4.56,155.661,Y,Y,55.2,0,Y,-6.9,0,Y,biphasic,Y,Y,-70.2540875,7.3671925,0.844662257,8.16830125,1.164164361,3.188725,0.300005298,40.201749,-0.355575011,0.215722357,-1.79154215,0.173365362,NA,NA,0.953957566,0.820123462,NA
1091_S2C2,,1091,l2,l2_pc,-67.554,274.738,319.888,8.99558,10.7796,11.627,20.4192,0.656245,-34.5063,38.4125,0.52,65.625,-59.875,1.75,1.0799,N,4.12,171.334,Y,Y,29.6,0,Y,NA,NA,NA,epsp,N,Y,-65.361186,8.877999,2.123878537,10.2130536,1.967353793,2.4355,0.266178791,55.84562917,NA,NA,-0.441316355,0.350336297,NA,NA,1,0.958578841,NA
1092_S1C1,,1092,l2,l2_pc,-75.4292,181.191,215.701,39.1139,13.5597,58.6518,27.6792,0.782244,NA,NA,NA,NA,NA,NA,NA,Y,2.56,515.887,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-69.215528,NA,NA,0.83427885,0.593105519,NA,NA,NA,NA,NA,-0.642596028,0.405291174,NA,NA,NA,NA,NA
1093_S2C1_J,,1093,l2,l2_pc,-63.1977,71.4475,96.5322,25.702,32.3846,22.7461,24.2339,0.714906,-44.3425,49.595,0.49,88.75,-58.95,1,1,Y,4.12,387.562,Y,Y,41.1,0,Y,-13.9,0,Y,biphasic,Y,Y,-70.5106575,8.828768,1.359828294,8.9351965,1.357398941,2.090875,0.090881492,25.7716475,-0.504424283,0.22888825,-0.694022725,0.191969093,NA,NA,0.945953724,0.927925338,NA
1107_S2C1_J,,1107,l2,l2_pc,-59.5604,80.8487,121.759,54.7198,23.4674,29.6839,32.4678,0.765021,-43.2475,48.3562,0.47,69.375,-59.5,5.75,1.4048,Y,2.8,191.99,Axonal,Y,15.8,0,Y,-18.3,0,Y,biphasic,Y,Y,-63.00806,2.055058525,0.822547047,2.2922762,0.816054475,2.446216216,0.631188963,19.09020089,-0.63333465,0.219146307,-0.82475595,0.202473868,NA,NA,0.764418889,0.735403451,NA
1136_S1C2,,1136,l2,l2_pc,-65.6565,48.5109,60.3645,14.1628,16.4676,16.6083,19.5635,0.651533,-36.4062,52.5812,0.66,165,-53.8438,4.6667,1.3279,Y,4.12,722.282,Axonal,Y,36.6,0,Y,-1.8,0.0751,N,epsp,N,Y,-63.945596,2.5378276,0.489976993,2.9005954,0.500609115,2.6378125,0.631834669,23.46113333,NA,NA,-0.96377986,1.102180834,NA,NA,1,0.750598791,NA
1136_S2C2_J,,1136,l2,l2_pc,-73.1624,93.219,101.677,47.8165,27.3813,27.1537,53.3269,0.863026,-42.5063,56.8687,0.54,140.625,-61.3938,2.5,1.1991,Y,4.28,541.632,Y,Y,50.2,0,Y,NA,NA,NA,epsp,N,Y,-74.59788,9.38400675,1.182211036,9.574287,1.169761147,2.533675,0.198050419,49.541485,NA,NA,-0.517123375,0.395560587,NA,NA,1,0.948756085,NA
1139_S2C2,,1139,l2,l2_pc,-62.4232,111.034,142.891,51.4216,41.3594,28.1733,21.5171,0.840858,-33.0875,55.2938,0.62,150,-42.3125,9,4.3074,N,NA,NA,NA,Y,37.8,0,Y,NA,NA,NA,epsp,N,Y,-63.416594,3.3081388,0.61971712,3.5428408,0.62179994,3.2402,0.25902478,42.063032,NA,NA,-0.451534418,0.202494103,NA,NA,1,0.886957436,NA
1221_S3C2,,1221,l2,l2_pc,-69.3655,107.612,134.036,13.6694,11.8154,17.0352,15.7166,0.616685,-40.185,41.7344,0.47,111.25,-55.8031,5.75,1.404,Y,4.72,329.158,N,Y,3.8,0.0006,Y,NA,NA,NA,epsp,N,Y,-62.32921316,0.252927949,0.416282515,0.573291368,0.338229435,NA,NA,NA,NA,NA,-0.549158955,0.334296438,NA,NA,1,0.51074988,NA
1221_S3C1_J,,1221,l2,l2_pc,-62.6592,129.615,231.895,18.1762,19.292,20.2292,32.1705,0.633532,-38.8425,36.2288,0.49,65.625,-54.15,1.0833,1.0516,N,,,,N,NA,NA,NA,NA,NA,NA,none,N,Y,-59.56,NA,NA,0.36482872,0.236174429,NA,NA,NA,NA,NA,-0.487905073,0.259340769,NA,NA,NA,NA,NA
1237_S3C2_J,,1237,l2,l2_pc,-70.8955,177.684,148.887,8.15484,10.3356,17.5497,17.8682,0.839057,-38.6731,42.84,0.6,221.875,-56.8875,1.1667,1.0884,Y,4.12,227.24,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-75.6596575,NA,NA,1.5866987,0.730956169,NA,NA,NA,NA,NA,-1.295490675,0.338329292,NA,NA,NA,NA,NA
1240_S2C2,,1240,l2,l2_pc,-63.5948,31.7362,64.0061,22.1408,11.5151,20.4406,27.0177,0.708596,-39.3206,49.3706,0.51,196.25,-52.0906,1,1,Y,3.44,861.64,Axonal,Y,13.6,0,Y,-3.14,0.0028,Y,biphasic,Y,Y,-61.23974,1.34900416,0.703880269,1.74336136,0.758865134,11.23664103,16.46620003,16.39797669,-0.247504496,0.556881071,-0.92788876,0.299912705,NA,NA,0.844971404,0.652638758,NA
1242_S2C1,,1242,l2,l2_pc,-73.2342,160.011,237.47,37.2602,27.4513,62.8226,63.327,0.806058,-48.7088,47.3912,0.47,46.25,-67.2656,2.5,1.1193,N,2.8,NA,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-67.42,NA,NA,0.707834772,0.476993072,NA,NA,NA,NA,NA,-0.778914346,0.394307057,NA,NA,NA,NA,NA
1242_S2C2,,1242,l2,l2_pc,-82.5706,71.3882,70.2774,11.1838,9.60015,10.3946,11.9451,0.90327,NA,NA,NA,NA,NA,1.667,1.2042,N,2.8,NA,Axonal,Y,10.5,0,Y,NA,NA,NA,epsp,N,Y,-79.733426,0.335660352,0.226841925,0.5561787,0.252572497,NA,NA,NA,NA,NA,-0.350259477,0.20688643,NA,NA,1,0.61358702,NA
1309_S2C1,,1309,l2,l2_pc,-57.7759,73.1763,75.5132,15.5291,19.9441,14.7401,22.6241,0.69154,-39.3687,47.575,0.44,125.625,-57.75,6.1,1.2486,Y,4.12,284.826,Y,Y,21.351956,0,Y,-11.239219,0,Y,biphasic,Y,Y,-59.06475667,1.304045167,0.334515004,1.529343233,0.34890028,3.750678571,0.74124635,13.53333821,-0.527700829,0.257165239,-0.905032033,0.222538267,NA,NA,0.711913753,0.628228217,NA
1312_S2C1,,1312,l2,l2_pc,-72.7799,52.2099,49.777,19.3754,15.4792,18.1441,18.8448,0.741136,-52.6313,51.45,0.5,218.125,-61.6563,4.55,1.0671,N,NA,NA,NA,Y,2.833967,0.003329,Y,-3.996178,0.000108,Y,biphasic,Y,Y,-72.361288,0.10462116,0.261041579,0.336287984,0.267214733,NA,NA,NA,-0.070884695,0.125427466,-0.33371206,0.093751267,NA,NA,0.596112078,0.501922331,NA
1354_S3C1,,1354,l2,l2_pc,-67.7209,39.1566,48.8485,14.389,16.4869,20.1998,17.9589,0.669363,-17.025,71.3187,0.55,290,-32.8125,NA,NA,Y,3.6,0,Y,Y,37.311,0,Y,-41.463328,0,Y,biphasic,Y,Y,NA,6.329731667,0.929199436,6.491933,0.981854231,2.295733333,0.347412002,8.690503,-3.925477,0.518547931,-4.165358667,0.42287036,22.9191,119.9683533,0.617221148,0.609154108,NA
1355_S4C1,,1355,l2,l2_pc,-63.9084,99.2726,92.9906,18.3613,16.9379,21.0358,19.7843,0.813388,-37.8312,47.775,0.52,136.875,-57.2813,3.05,1.1992,Y,4.12,142.315,Y,Y,65.180643,0,Y,-21.003132,0,Y,biphasic,Y,Y,-62.61712333,4.184627333,0.351640408,4.457741667,0.39779126,4.151266667,0.358312706,26.63117333,-0.7313951,0.190734218,-0.9589247,0.200123927,NA,NA,0.85122218,0.822967738,NA
1355_S1C1,,1355,l2,l2_pc,-67.9557,24.5934,28.5823,5.71724,6.69959,7.09625,7.34461,0.604203,-38.375,48.8854,0.5167,372.5,-53.0313,9.35,1.5708,Y,NA,NA,Y,Y,22.6212,0,Y,-15.7041,0,Y,biphasic,Y,Y,-67.6324225,1.2015408,0.335932234,1.408980525,0.346480389,2.7289,5.381298475,2.829877,-0.353146535,0.142223645,-0.70742485,0.174865478,NA,NA,0.772850446,0.665742273,NA
1356_S1C1,,1356,l2,l2_pc,-67.0374,52.7247,62.3756,12.6503,10.3177,14.328,15.3375,0.848634,-37.9813,55.275,0.48,220,-48.8438,5.75,1.2128,Y,2.96,545.237,Axonal,Y,44.656,0,Y,-6.9655,0,Y,biphasic,Y,Y,-67.26472,4.496866,0.551556207,4.651181667,0.567044131,2.174851852,0.123082431,24.88101852,-0.35080239,0.275845123,-0.6259015,0.242874932,NA,NA,0.927634821,0.881392527,NA
20221_S3C1_J,,20221,l2,l2_pc,-67.2706,61.5395,63.6244,15.5171,23.0575,45.3845,14.2131,0.765528,NA,NA,NA,NA,NA,NA,NA,Y,2.8,510.75,Axonal,Y,37.7,0,Y,-8.5,0,Y,biphasic,Y,Y,-65.877125,2.723127,0.457051367,2.83985675,0.49466937,3.121384615,0.476513744,28.54339487,-0.220697818,0.166577966,-0.462174175,0.145434365,NA,NA,0.925030248,0.86003336,NA
20221_S4C1_J,,20221,l2,l2_pc,-67.9862,65.6525,69.8717,16.1371,9.8325,17.9096,16.7073,0.673409,NA,NA,NA,NA,NA,NA,NA,Y,3.6,365.766,Y,Y,23.4,0,Y,-3.5,0.00119,Y,biphasic,Y,Y,-68.1635,2.0434394,0.547462133,2.24928455,0.5817622,4.603447368,8.670114428,25.15914737,-0.186883407,0.352785779,-0.577277225,0.209241496,NA,NA,0.916207911,0.795766988,NA
70120_S3C1_J,,70120,l2,l2_pc,-70.6415,71.2412,115.898,10.2292,26.3397,53.6705,72.6362,0.624103,-45.2825,46.2944,0.54,75.625,-62.7781,3.5,1.1817,Y,4.44,191.812,Axonal,Y,4.1,0.0002,Y,-8.6,0,Y,biphasic,Y,Y,-70.444016,1.524002664,2.659007274,2.59751448,2.609716189,23.26432,24.4707397,9.448748792,-2.368965458,1.953497969,-4.0399862,1.672467915,52.83242105,36.48457737,0.391475763,0.391339241,NA
110220_S5C2_J,,110220,l2,l2_pc,-70.2865,156.021,216.319,52.0704,17.5183,22.9218,21.8835,0.89572,NA,NA,NA,NA,NA,NA,NA,N,4.12,229.1,Y,Y,3.9,0.0004,Y,NA,NA,NA,epsp,N,Y,-67.9758775,0.232499865,0.373673604,0.6163498,0.328729431,NA,NA,NA,NA,NA,-0.583181565,0.348411582,NA,NA,1,0.513825497,NA
190321_S1C2,,190321,l2,l2_pc,-68.8535,171.973,320.189,34.7271,62.0996,30.3002,62.2705,0.819652,-35.5263,55.3438,0.56,66.25,-55.3906,1,1,N,3.28,1094.927,Y,Y,6.08,0,Y,NA,NA,NA,epsp,N,Y,-71.70898,0.74566342,0.671583573,1.2597027,0.619936032,NA,NA,NA,NA,NA,-0.72842403,0.991899266,NA,NA,1,0.633612878,NA
190321_S2C2_J,,190321,l2,l2_pc,-64.9303,147.097,164.568,50.946,32.9776,55.5674,45.8482,0.752017,-43.3594,49.8169,0.44,-30.625,-58.6875,NA,NA,Y,2.8,174.813,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-68.00604,NA,NA,0.49103705,0.807814383,NA,NA,NA,NA,NA,-1.009198523,0.623311962,NA,NA,NA,NA,NA
280121_S2C1_J,,280121,l2,l2_pc,-61.9052,56.248,68.44,21.7531,19.4296,24.7189,20.1041,0.691027,NA,NA,NA,NA,NA,NA,NA,Y,3.44,690.007,Axonal,Y,42.6,0,Y,-13.5,0,Y,biphasic,Y,Y,-61.821065,4.75801225,0.705808285,4.90707675,0.704371029,2.765575,0.187879515,34.569415,-0.486866525,0.22815864,-0.694251,0.22041501,NA,NA,0.907172969,0.876055994,NA
280121_S3C1_J,,280121,l2,l2_pc,-60.7407,69.4016,84.8407,18.4264,21.0587,32.8001,22.673,0.755868,NA,NA,NA,NA,NA,NA,NA,N,3.96,73.997,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-59.73576,NA,NA,0.44809912,0.409316257,NA,NA,NA,NA,NA,-0.442681807,0.137431116,NA,NA,NA,NA,NA
513_S1C2,,513,l2,l2_sc,-67.747,51.6397,76.0074,16.0146,13.9723,21.1113,25.1583,0.662068,-38.895,46.3681,0.48,171.875,-53.2437,1,1,Y,3.96,551.5,Y,Y,39.4,0,Y,-28.6,0,Y,biphasic,Y,Y,-67.727344,2.8818702,0.517196273,3.1026466,0.543693683,1.851489362,0.177257596,7.805239362,-1.38090388,0.341744305,-1.6927274,0.266086093,45.68882,71.641694,0.67605511,0.647008263,NA
518_S1C1,,518,l2,l2_sc,-68.1944,40.9467,50.1159,13.2084,12.1084,8.78342,13.152,0.690687,-37.9537,35.455,0.55,440,-49.8094,1.75,1.1024,Y,3.76,389.6,Y,Y,NA,NA,NA,-7.6,0,Y,ipsp,N,Y,-65.192958,NA,NA,0.393268704,0.61685162,NA,NA,NA,-0.262280044,0.243281111,-0.63248142,0.238508708,NA,NA,0,0.383396204,NA
562_S2C1,,562,l2,l2_sc,-62.3554,74.1039,155.904,16.5553,18.4395,34.9219,38.9199,0.549289,-39.4838,49.9406,0.62,87.5,-54.1625,4.9167,1.8555,Y,4.44,287.1,Y,Y,21.1,0,Y,-4.99,0,Y,biphasic,Y,Y,-61.418464,1.56953302,0.526407982,1.77440092,0.512604287,3.365976744,0.7827996,23.22354186,-0.182446574,0.25803542,-0.50334864,0.205545541,NA,NA,0.895862615,0.779014933,NA
562_S1C1,,562,l2,l2_sc,-67.5793,32.4844,45.3249,17.965,14.5742,19.5312,18.7176,0.638862,-39.7975,53.3912,0.65,262.5,-56.1781,6.0833,1.5221,Y,3.44,1188.8,Y,Y,95.99,0,Y,-58.96,0,Y,ap,Y,N,-68.04927708,22.78466875,1.644422575,23.12127917,1.7667498,2.2633125,0.052104296,19.52515,-2.748404583,0.322943901,-3.036012292,0.243808201,78.29577083,84.13554282,0.892359038,0.883932467,NA
573_S4C1_D,,573,l2,l2_sc,-67.803,63.237,88.6345,12.5832,10.61,11.7374,19.4207,0.612693,-37.1462,40.5069,0.48,123.75,-55.7844,14.65,30.1906,N,4.56,588.8,Y,Y,9.96,0,Y,-2.1,0.04278,Y,biphasic,Y,Y,-65.05687308,1.422085665,0.728170933,1.579109385,0.728586174,4.483421053,2.60933598,15.80307626,-0.254820338,0.608695396,-0.729665454,0.579407605,NA,NA,0.848041371,0.68395989,NA
573_S1C1,,573,l2,l2_sc,-64.045,41.4442,32.0874,9.25438,10.7386,15.9751,14.0042,0.594291,-44.6719,43.795,0.5,152.5,-60.5781,7.833,2.0347,Y,4.12,272.8,Y,Y,32.9,0,Y,-42.8,0,Y,biphasic,Y,Y,-66.661978,2.31657,0.497649414,2.5282886,0.468497902,2.419958333,0.18860766,5.693218542,-1.37646508,0.227238344,-1.6770868,0.1945634,17.35846,89.477092,0.6272808,0.601204021,NA
578_S3C3,,578,l2,l2_sc,-74.3053,63.9214,140.906,16.3013,16.1744,21.5603,26.8665,0.653095,-47.6938,30.6812,0.54,118.75,-62.7812,1.25,1.0572,Y,4.56,78.169,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-77.389628,NA,NA,0.391501407,0.328516608,NA,NA,NA,NA,NA,-0.400373624,0.164542544,NA,NA,NA,NA,NA
578_S4C1,,578,l2,l2_sc,-66.5857,36.4936,37.4204,6.59928,6.08627,9.4133,8.21004,0.590585,-49.825,35.3125,0.4,206.875,-63.9375,8.1667,1.5974,N,3.96,617.1,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-68.468454,NA,NA,0.39969448,0.163562264,NA,NA,NA,NA,NA,-0.324055592,0.094358696,NA,NA,NA,NA,NA
582_S1C1,,582,l2,l2_sc,-64.0428,37.283,85.1518,11.7301,15.978,31.8928,28.9471,0.633385,-45.6562,46.375,0.45,76.875,-61.7188,6.4667,43.5949,N,NA,NA,NA,Y,33.65,0,Y,-5.9,0,Y,biphasic,Y,Y,-65.002582,3.8339436,0.805732308,4.0019494,0.800546454,1.967125,0.199700267,25.66964792,-0.32471673,0.386732121,-0.68055038,0.31016928,NA,NA,0.921917949,0.854660884,NA
583_S1C1,,583,l2,l2_sc,-69.7353,55.8182,143.889,16.7085,9.67689,10.2585,12.0536,0.73541,-41.3062,35.4125,0.49,108.75,-55,NA,NA,N,NA,NA,NA,Y,15.5,0,Y,-15.5,0,Y,biphasic,Y,Y,-63.81974694,1.824972327,0.825119225,2.004697224,0.842777918,2.933375,0.851806126,7.926951225,-1.623157349,0.732646767,-2.06099149,0.576473096,30.3377551,80.21119537,0.529264412,0.493076909,NA
688_S1C1,,688,l2,l2_sc,-55.4341,71.0958,112.954,11.397,14.8544,20.3276,18.4389,0.624864,-29.2119,70.9225,0.47,115.625,-46.8938,4.25,1.2682,Y,3.96,1075.5,Y,Y,18.4,0,Y,-4.57,0.0021,Y,biphasic,Y,Y,-51.62381,3.5052535,0.851387563,3.6886625,0.841479906,3.527931818,0.454941213,22.09875455,-0.156680849,0.153370687,-0.4086826,0.140675129,NA,NA,0.957213638,0.90025673,NA
737_S2C1,,737,l2,l2_sc,-65.4924,59.0961,80.5074,7.97194,11.927,14.7607,12.3187,0.594044,-26.9106,53.8163,0.48,170,-47.1063,7,1.6923,N,4.12,280.9,Y,Y,10.98,0,Y,NA,NA,NA,epsp,N,Y,-62.670448,0.571645578,0.368055091,0.78138608,0.312262297,NA,NA,NA,NA,NA,-0.416113428,0.217755441,NA,NA,1,0.65251474,NA
737_S1C1,,737,l2,l2_sc,-62.5363,49.1981,65.1489,7.33912,9.12388,11.8175,13.543,0.4907,-33.5812,45.4663,0.54,165,-45.1094,7.416,1.0857,N,3.76,50.3,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-67.05416957,NA,NA,0.394863828,0.196280488,NA,NA,NA,NA,NA,-0.423174398,0.153332282,NA,NA,NA,NA,NA
739_S2C3,,739,l2,l2_sc,-66.9283,47.37,69.5195,4.2205,4.40772,7.00634,5.97138,0.508335,-44.6288,40.4163,0.44,174.375,-57.5438,10.6667,2.4788,N,3.76,231.1,Axonal,Y,8.51,0,Y,-1.87,0.077,N,epsp,N,Y,-67.847465,0.622240925,0.327054017,0.8551284,0.282876876,NA,NA,NA,NA,NA,-0.5542485,0.181079037,NA,NA,1,0.606742171,NA
745_S2C1,,745,l2,l2_sc,-73.9221,131.301,169.599,18.5073,14.7038,20.8513,40.7984,0.873413,-41.4056,55.5913,0.62,94.375,-56.475,1,1,Y,3.6,210.715,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-75.94845,NA,NA,0.43601752,0.193796193,NA,NA,NA,NA,NA,-0.45660782,0.153446459,NA,NA,NA,NA,NA
745_S4C1,,745,l2,l2_sc,-62.8177,22.5027,25.7376,5.29821,4.1675,5.26257,4.83511,0.679936,NA,NA,NA,NA,NA,5,25.9947,Y,3.28,414.8,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-66.29419333,NA,NA,0.3828386,0.150087816,NA,NA,NA,NA,NA,-0.39914,0.079014566,NA,NA,NA,NA,NA
776_S2C1,,776,l2,l2_sc,-58.4247,79.266,194.697,12.2606,15.5899,28.061,23.0885,0.484195,-36.4562,52.045,0.64,63.75,-53.9656,NA,NA,Y,3.96,27.8,Y,Y,2.62,0.01365,Y,NA,NA,NA,epsp,N,Y,-55.39256875,0.243040097,0.525728859,0.702824375,0.541968587,NA,NA,NA,NA,NA,-0.773933163,0.492944912,NA,NA,1,0.475924014,NA
776_S3C1,,776,l2,l2_sc,-57.8404,38.7682,61.6843,8.46501,8.76648,16.3583,13.0893,0.613468,-40.3456,56.3494,0.51,120,-56.2969,7.8333,2.04,Y,3.6,633.6,Y,Y,20.6,0,Y,-8.89,0,Y,ap,Y,N,-62.849176,2.587285794,0.887325165,2.76692854,0.849735159,5.548489796,1.254243815,14.45680853,-0.288615942,0.229639556,-0.61907068,0.168831045,NA,NA,0.899643323,0.817167507,NA
778_S1C1_J,,778,l2,l2_sc,-65.3743,53.8403,68.0739,13.795,13.3943,25.0627,16.7269,0.563696,NA,NA,NA,NA,NA,NA,NA,Y,4.12,39.4,Y,Y,6.7,0,Y,-19.3,0,Y,biphasic,Y,Y,-67.499774,0.147082579,0.154813178,0.279397777,0.170707168,NA,NA,NA,-1.79762878,0.657911707,-1.95341452,0.672372466,5.62324,33.193572,0.075632087,0.125132676,NA
778_S2C1_J,,778,l2,l2_sc,-66.6429,35.5515,39.1893,5.24318,7.24875,6.89719,8.53531,0.539763,NA,NA,NA,NA,NA,NA,NA,Y,2.96,243.8,Axonal,Y,7.03,0,Y,-1.29,0.21372,N,epsp,N,Y,-67.116584,0.423674632,0.202377036,0.6063087,0.186216755,NA,NA,NA,NA,NA,-0.4506919,0.109105988,NA,NA,1,0.573612446,NA
778_S2C1,,778,l2,l2_sc,-64.6344,64.827,78.9759,18.6507,15.1953,28.4782,21.6177,0.705411,-41.3219,36.3463,0.52,157.5,-58.025,4.6667,1.0924,Y,4.44,278.9,Y,Y,46.4,0,Y,-23.7,0,Y,biphasic,Y,Y,-64.675762,9.1054426,1.386639492,9.3098238,1.37087511,2.57028,0.15016889,33.9792,-0.66952552,0.199604037,-1.08192678,0.155518011,NA,NA,0.931506117,0.895885994,NA
811_S3C1,,811,l2,l2_sc,-70.6272,40.1235,46.7837,12.0346,16.0703,17.0404,19.6331,0.630958,-43.2831,45.9206,0.6,266.25,-59.4125,18.9417,33.4362,Y,3.44,904.113,Axonal,Y,14,0,Y,-5.45,0,Y,biphasic,Y,Y,-71.43916667,0.798007441,0.355960467,1.102315564,0.31640183,NA,NA,NA,-0.157418448,0.180394591,-0.705938564,0.547009239,NA,NA,0.835237406,0.609602128,NA
811_S6C1,,811,l2,l2_sc,-64.3963,76.0527,89.1301,20.1239,18.3231,35.2113,39.2988,0.790273,-42.105,44.0031,0.5,92.5,-61.3719,5.0333,11.9068,N,4.72,116.036,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-68.044464,NA,NA,0.784530198,0.661997919,NA,NA,NA,NA,NA,-0.90809268,0.518489694,NA,NA,NA,NA,NA
865_S3C1_J,,865,l2,l2_sc,-63.9746,38.1442,47.5409,4.89719,6.17208,8.10505,8.27269,0.513755,-39.8,39.6812,0.46,161.875,-56.3438,8.1667,2.3984,N,NA,NA,NA,Y,3.05,0.00667,Y,-4.7,0.00017,Y,biphasic,Y,Y,-66.188785,0.199725591,0.293378651,0.532538,0.27280835,NA,NA,NA,-0.209872635,0.201205414,-0.62214945,0.162494172,NA,NA,0.487613418,0.461196664,NA
896_S1C1_J,,896,l2,l2_sc,-60.9497,90.7539,86.0919,8.64592,10.3784,12.4083,23.6336,0.673823,-37.7169,41.55,0.57,126.875,-51.3938,4,1.1597,Y,2.8,33.5,Axonal,Y,60.4,0,Y,-26.7,0,Y,biphasic,Y,Y,-62.777106,12.406688,1.4516208,13.0066054,1.573354448,3.15728,0.414303105,41.348894,-3.120187,0.825670665,-3.64202,0.756780948,81.62646,63.133174,0.799046041,0.781242,NA
907_S2C1_J,,907,l2,l2_sc,-66.0604,40.647,45.6944,13.5883,12.0882,12.2231,13.4429,0.708021,-38.965,46.68,0.33,310,-53.6688,1.5833,1.2811,N,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,none,N,Y,-69.601455,NA,NA,0.358014405,0.140918574,NA,NA,NA,NA,NA,-0.38362535,0.121862355,NA,NA,NA,NA,NA
918_S3C1_J,,918,l2,l2_sc,-63.7066,55.5511,70.7868,7.76311,9.05497,14.1897,9.56067,0.69655,-40.66,36.755,0.45,141.25,-53,5.15,1.2485,Y,4.12,34.502,Y,Y,9.3,0,Y,NA,NA,NA,epsp,N,Y,-67.75183,0.44470988,0.301948326,0.664877825,0.356893231,NA,NA,NA,NA,NA,-0.3631692,0.12697261,NA,NA,1,0.646738728,NA
918_S1C1_J,,918,l2,l2_sc,-76.0379,39.6379,45.1843,5.00409,2.20414,8.00784,7.01671,0.96154,-41.745,33.415,0.45,338.125,-52.5344,12.65,1.4887,N,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,none,N,Y,-68.77305,NA,NA,0.324815733,0.176728385,NA,NA,NA,NA,NA,-0.333204267,0.082744687,NA,NA,NA,NA,NA
