cell,,animal,layer,type,vm,ir_neg,ir_pos,tm_on,tm_neg_off,tm_pos_on,tm_pos_off,sag,ap_thresh,ap_max,ap_halfwidth,rheobase,ahp_max,res_freq,res_mag,morphology_confirmed,dv,dist_psub,expression,response,epsp_tval,epsp_pval,epsp_sig,ipsp_tval,ipsp_pval,ipsp_sig,response_type,biphasic,subthreshold,baseline_vm,epsp,epsp_sd,epsp_pk,epsp_pk_sd,epsp_latency,epsp_latency_sd,epsp_halfwidth,ipsp,ipsp_sd,ipsp_pk,ipsp_pk_sd,ipsp_latency,ipsp_halfwidth,ei,ei_pk,interneuron_type
1242_S3C1,,1242,l2,l2_sc,-59.5843,131.034,174.358,18.984,17.926,24.2361,21.3455,0.71375,-38.3619,46.0069,0.64,51.25,-52.0625,4.1667,1.0933,N,4.44,154.003,N,N,NA,NA,NA,NA,NA,NA,none,N,Y,-58.523752,NA,NA,0.491445932,0.381422867,NA,NA,NA,NA,NA,-0.49086655,0.205008988,NA,NA,NA,NA,NA
1309_S1C2,,1309,l2,l2_sc,-67.4261,33.3467,29.4055,3.79515,6.39451,5.78024,6.24975,0.605346,-43.7437,45.8312,0.44,297.5,-60.2813,8.75,1.0224,N,3.12,NA,Y,Y,13.098606,0,Y,-6.829171,0,Y,biphasic,Y,Y,-67.09965,0.701831333,0.293473109,0.842357063,0.29410992,NA,NA,NA,-0.32371398,0.259629552,-0.593059323,0.23673067,NA,NA,0.684349413,0.586838127,NA
1309_S4C1,,1309,l2,l2_sc,-63.0408,41.1177,57.1885,13.0054,9.5516,11.8626,10.5757,0.575631,-39.625,42.4937,0.56,102.5,-52.0313,4.8,1.1731,Y,3.6,170.408,Y,Y,0.477883,0.318364,N,-6.818111,0,Y,ipsp,N,Y,-56.62212593,0.10348925,1.125268039,0.402210941,1.087639274,NA,NA,NA,-1.613000593,1.229284229,-2.251724296,1.02095957,23.59742105,35.39376789,0.06029121,0.151552659,NA
1312_S1C2,,1312,l2,l2_sc,-67.7164,31.3498,37.375,9.84325,9.90091,14.3823,12.4349,0.551948,-31.5938,61.275,0.47,270,-48.5625,7.9,1.2585,N,3.28,NA,N,N,NA,NA,NA,NA,NA,NA,none,N,Y,-66.499474,NA,NA,0.40572551,0.190152421,NA,NA,NA,NA,NA,-0.344274395,0.127623246,NA,NA,NA,NA,NA
1354_S4C1,,1354,l2,l2_sc,-57.9094,65.6898,60.4582,12.8738,12.0443,12.0581,14.2513,0.547466,-33.6375,51.8125,0.45,130,-49.5313,6.7,1.839,Y,4.12,89.486,Y,Y,17.1938,0,Y,-28.694195,0,Y,biphasic,Y,Y,-54.84545333,1.1170763,0.355852371,1.291283,0.384479061,2.20192,0.348278256,2.57088788,-2.117050667,0.404108364,-2.357674667,0.377316001,7.748566667,26.6794,0.345402735,0.353877221,NA
1355_S3C1,,1355,l2,l2_sc,-69.0393,48.7745,59.8193,10.162,9.61336,11.6393,10.2996,0.752383,-44.625,52.975,0.48,162.5,-59.875,1,1,Y,3.76,303.901,Y,Y,108.030323,0,Y,-33.83304,0,Y,biphasic,Y,Y,-68.71790667,21.69776667,1.100094489,22.01164667,1.087266739,1.4968,0.06780774,25.98146333,-1.314490933,0.212802734,-1.976892333,1.590279631,87.44233333,54.4451219,0.942878663,0.917590132,NA
1355_S2C1,,1355,l2,l2_sc,-65.2319,35.536,52.5295,7.59571,10.7324,26.7525,8.28153,0.547168,-41.0125,44.9063,0.47,170,-54.4063,7.75,1.9218,Y,3.44,244.117,Y,Y,25.23209,0,Y,-8.825085,0,Y,biphasic,Y,Y,-66.33364138,1.013960586,0.216404779,1.159075897,0.234228167,2.733961538,0.504556081,5.741316538,-0.310187497,0.189279857,-0.598467586,0.138528375,NA,NA,0.765745613,0.659486327,NA
1356_S2C1,,1356,l2,l2_sc,-59.5407,21.6802,34.1037,7.19456,6.91193,8.90934,8.68345,0.528066,-39.0125,47.6187,0.52,196.25,-50.5625,4.45,1.0749,Y,3.28,188.459,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-62.59883,NA,NA,0.548826967,0.300717021,NA,NA,NA,NA,NA,-0.595964733,0.203248698,NA,NA,NA,NA,NA
1356_S4C1,,1356,l2,l2_sc,-61.7085,48.7046,62.4096,5.5689,10.0189,8.27925,7.34563,0.56141,-34.85,46.425,0.51,180.625,-50.0938,10.24,1.129,Y,3.44,163.219,Y,Y,1.9108,0.030945,Y,-15.1994,0,Y,biphasic,Y,Y,-61.385172,0.143630034,0.531514295,0.613927586,0.674002471,NA,NA,NA,-2.65488212,1.235098063,-2.90169642,1.203395125,4.776847826,19.8613713,0.051323713,0.174628341,NA
1356_S5C1,,1356,l2,l2_sc,-62.1957,54.7511,96.1812,7.47737,11.4013,16.4486,13.1377,0.556695,-39.9562,45.2563,0.49,102.5,-52.9688,8.05,1.7903,Y,3.96,74.088,Y,Y,24.687509,0,Y,-15.898668,0,Y,biphasic,Y,Y,-62.95454667,1.692486,0.375498704,1.8962066,0.363341672,3.127966667,0.47715128,15.92431667,-0.49704801,0.171237241,-0.827751967,0.135608097,NA,NA,0.772989135,0.696121675,NA
10221_S2C1_J,,10221,l2,l2_sc,-61.8649,131.222,216.99,15.6219,10.6468,13.7969,29.003,0.672391,NA,NA,NA,NA,NA,NA,NA,N,3.6,96.089,Axonal,Y,17.685249,0,Y,-13.6408,0,Y,biphasic,Y,Y,-63.1502825,3.14429615,1.126356698,3.31685215,1.16077094,2.286027027,0.121060244,3.159930863,-0.587720367,0.265445482,-1.4617423,0.976615939,NA,NA,0.842519355,0.694106224,NA
10221_S4C1_J,,10221,l2,l2_sc,-73.8346,24.8558,24.5733,6.42893,6.13291,5.75778,6.01196,0.560043,NA,NA,NA,NA,NA,NA,NA,Y,3.28,273.572,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-77.5326025,NA,NA,0.431037418,0.480977596,NA,NA,NA,NA,NA,-0.6751349,0.605615611,NA,NA,NA,NA,NA
20221_S1C1_J,,20221,l2,l2_sc,-70.7437,46.1788,58.2449,9.79775,10.2422,12.0566,10.0805,0.688216,NA,NA,NA,NA,NA,NA,NA,Y,3.6,439.838,Axonal,Y,9.05562,0,Y,NA,NA,NA,epsp,N,Y,-73.2516575,0.353466665,0.248075884,0.573291075,0.227460622,NA,NA,NA,NA,NA,-0.391630625,0.081622159,NA,NA,1,0.594132223,NA
41019_S3C2_J,,41019,l2,l2_sc,-60.3496,100.522,96.1973,31.9172,19.6717,21.4652,42.7527,0.680379,NA,NA,NA,NA,NA,NA,NA,Y,3.76,577.289,Axonal,Y,11.773399,0,Y,-6.816185,0,Y,biphasic,Y,Y,-59.35546512,0.524076023,0.237001879,0.606634302,2.845913577,NA,NA,NA,-0.184153342,0.19523851,-0.553395242,0.420980651,NA,NA,0.739980646,0.522947286,NA
70120_S2C2_J,,70120,l2,l2_sc,-71.9951,30.9815,47.0273,5.92986,6.24104,12.4071,16.3963,0.623513,-45.3444,44.2275,0.47,253.75,-66.0063,5.5,1.4105,N,NA,NA,NA,Y,5.50036,0,Y,NA,NA,NA,epsp,N,Y,-71.553405,0.706587957,0.908364702,1.72054426,1.209631804,NA,NA,NA,NA,NA,-1.10551782,0.253462695,NA,NA,1,0.608813328,NA
180321_S1C1,,180321,l2,l2_sc,-67.2963,31.3169,39.8164,8.71317,14.0948,12.6558,12.2745,0.514767,-44.3256,46.3444,0.53,203.125,-63.2188,6.75,1.764,Y,3.76,363.75,Y,Y,9.494,0,Y,-5.391284,0,Y,biphasic,Y,Y,-73.00982333,0.540034867,0.311553514,0.7233688,0.393082404,NA,NA,NA,-0.222797592,0.226349192,-0.5920485,0.116571983,NA,NA,0.707933781,0.549915833,NA
180321_S2C1,,180321,l2,l2_sc,-70.9756,121.946,153.869,28.0531,35.6608,41.7245,14.2735,0.794403,-37.6594,55.26,0.55,101.875,-57.45,1.3333,1.0865,Y,3.96,359.759,Y,Y,10.0157,0,Y,-18.105,0,Y,biphasic,Y,Y,-70.07941,0.701396843,0.383567212,0.931390933,0.370800562,NA,NA,NA,-1.747334433,0.528610571,-2.093608333,0.421394272,49.39666667,109.3231367,0.286432754,0.307897904,NA
180321_S3C1,,180321,l2,l2_sc,-62.5784,123.285,176.574,25.7334,23.1622,31.481,55.5305,0.773339,-37.2013,47.6769,0.51,68.75,-52.7594,1.0833,1.0677,Y,4.44,138.376,Y,Y,7.557797,0,Y,-9.556439,0,Y,biphasic,Y,Y,-66.81318889,0.943142552,0.648431362,1.277765852,0.642971885,NA,NA,NA,-1.323617148,0.719695271,-1.67628437,0.735988125,54.52395652,65.63729101,0.416075225,0.432547098,NA
1803_S1C3_J,,180321,l2,l2_sc,-65.7208,25.1951,25.4856,9.45944,8.05453,9.72262,5.75762,0.561852,-40.9188,46.1719,0.43,338.75,-54.7,9.083,1.5756,Y,2.96,132.591,Axonal,Y,6.022971,0,Y,NA,NA,NA,epsp,N,Y,-67.14843,0.159963556,0.167973306,0.420309,0.191961263,NA,NA,NA,NA,NA,-0.311799525,0.056336486,NA,NA,1,0.574107507,NA
180321_S2C2_J,,180321,l2,l2_sc,-60.2674,33.4442,31.1845,6.26457,6.87615,7.23426,8.48479,0.555357,-42.7088,45.3119,0.51,275,-56.65,10.6667,2.0774,Y,3.76,319.334,Axonal,Y,36.4936,0,Y,-40.043,0,Y,biphasic,Y,Y,-62.9747,2.97616625,0.51578692,3.1558015,0.533821288,2.5037,0.150854013,10.9179665,-0.800419875,0.126421547,-1.012939725,0.140218374,NA,NA,0.788057296,0.757015447,NA
180321_S3C1_J,,180321,l2,l2_sc,-62.4199,20.5383,21.2273,4.43293,5.17,6.86376,5.90778,0.522767,-37.81,42.2413,0.44,356.875,-54.0844,10,1.9819,N,2.8,64.448,Axonal,Y,17.866275,0,Y,-8.999,0,Y,biphasic,Y,Y,-61.7861225,1.150567325,0.407294007,1.321351825,0.39057904,2.90485,0.42995334,9.548881825,-0.221445286,0.155630621,-0.46981985,0.119520532,NA,NA,0.838598214,0.737702501,NA
190321_S1C1,,190321,l2,l2_sc,-68.2369,35.5444,42.1432,10.8475,10.317,17.1763,16.0665,0.604844,-48.9738,48.5481,0.5,204.375,-62.5656,NA,NA,Y,3.28,568.561,Y,Y,9.975196,0,Y,-4.329987,0.0016,Y,biphasic,Y,Y,-81.98176,0.2844268,0.156174353,0.6179035,0.616071412,NA,NA,NA,-0.118846769,0.150335462,-0.4209506,0.09237695,NA,NA,0.705294921,0.59479334,NA
1091_S3C1,,1091,l3,l3_in,-69.9143,102.056,190.223,32.7834,29.3743,37.7175,16.3408,0.72625,-42.5625,56.2437,0.61,73.75,-57.75,1.0833,1.0099,Y,3.76,466.91,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-69.215528,NA,NA,0.83427885,0.593105519,NA,NA,NA,NA,NA,-0.642596028,0.405291174,NA,NA,NA,NA,NA
1242_S1C3,,1242,l3,l3_in,-81.7021,101.131,198.737,3.07341,4.95341,6.68321,6.77796,0.903909,-38.2256,30.6787,0.25,174.375,-65.9062,1,1,N,4.12,56.102,N,N,NA,NA,NA,NA,NA,NA,none,N,Y,-79.92,NA,NA,2.758540264,3.398658367,NA,NA,NA,NA,NA,-1.000522632,0.519667388,NA,NA,NA,NA,NA
573_S2C1,,573,l3,l3_pc,-75.9163,85.6178,146.19,16.6406,16.6533,38.1977,25.874,0.831731,-36.3406,38.9981,0.68,135,-56.4625,1,1,Y,4.12,145.165,Y,Y,2.58922,0.01263,Y,-8.287316,0,Y,biphasic,Y,Y,-63.564486,0.156660884,0.405888197,0.456366396,0.422830059,NA,NA,NA,-0.417279513,0.356039482,-0.815009,0.270451486,NA,NA,0.272956713,0.358954875,NA
578_S1C1,,578,l3,l3_pc,-76.1571,72.1569,99.5208,13.4709,15.577,20.0301,22.0238,0.902709,-40.5625,50.2188,0.58,153.75,-57.4062,1,1,Y,4.12,421.509,Y,Y,17.976395,0,Y,NA,NA,NA,epsp,N,Y,-72.153534,1.8946656,0.745272274,2.1415727,0.62179985,2.43102381,0.762061885,29.53008119,NA,NA,-0.540302378,0.436321417,NA,NA,1,0.798535591,NA
578_S2C2,,578,l3,l3_pc,-72.1794,250.197,249.459,17.6027,16.4006,17.6108,17.5268,0.844889,-43.175,29.4187,0.74,48.125,-65.6875,2.9167,1.1195,Y,5.04,94.5,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-61.48061935,NA,NA,0.452392721,1.245901802,NA,NA,NA,NA,NA,-1.367164129,1.227472169,NA,NA,NA,NA,NA
582_S3C2,,582,l3,l3_pc,-63.2311,128.123,234.032,8.98557,19.6986,17.9255,36.8376,0.70986,-40.5312,49.1562,0.45,71.875,-58.5938,4.667,1.8233,N,4.56,NA,NA,Y,4.771829,0.00002,Y,NA,NA,NA,epsp,N,Y,-60.435064,0.43533072,0.645088708,0.920062752,0.703119001,NA,NA,NA,NA,NA,-0.729312033,0.611828201,NA,NA,1,0.557825159,NA
582_S2C1,,582,l3,l3_pc,-67.5451,104.841,12.0868,29.402,43.9964,18.5636,42.1647,0.911947,-37.4562,41.3687,0.77,95,-54.8438,1,1,Y,4.12,NA,Axonal,Y,30.138063,0,Y,NA,NA,NA,epsp,N,Y,-63.919306,2.3549862,0.552532767,2.5743024,0.556765486,4.554644444,1.340483328,47.18118444,NA,NA,-0.323822624,0.315450767,NA,NA,1,0.888264785,NA
601_S2C1,,601,l3,l3_pc,-57.8397,204.18,309.844,24.9618,21.0334,32.1054,41.2773,0.835908,-32.55,56.0063,0.58,58.75,-50.1875,1,1,Y,4.56,28.856,Axonal,Y,3.989981,0.00036,Y,NA,NA,NA,epsp,N,Y,-57.8397,0.670497155,0.965346243,1.001214818,0.883244016,NA,NA,NA,NA,NA,-0.831171712,0.904667879,NA,NA,1,0.546399355,NA
737_S4C2,,737,l3,l3_pc,-68.8364,92.9045,105.404,23.5302,18.5357,30.0208,24.5292,0.796745,-36.4294,57.5956,0.51,126.875,-52.7,3.0833,1.1046,Y,2.68,814.428,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-74.177262,NA,NA,0.49144268,0.258314761,NA,NA,NA,NA,NA,-0.531556732,0.188692263,NA,NA,NA,NA,NA
739_S1C2,,739,l3,l3_pc,-68.6582,95.8559,174.069,7.92974,18.4391,40.749,30.8478,0.84236,-36.4406,59.6088,0.65,107.5,-52.4563,1,1,Y,4.12,439.716,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-68.24579787,NA,NA,0.735093832,0.448153545,NA,NA,NA,NA,NA,-0.614707017,0.328985311,NA,NA,NA,NA,NA
942_S1C1,,942,l3,l3_pc,-68.7419,187.913,358.774,29.69,22.9089,53.364,54.6137,0.853743,-42.4913,35.6619,0.54,40,-57.4656,1,1,Y,3.28,169.5,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-68.172654,NA,NA,0.728149786,0.528437805,NA,NA,NA,NA,NA,-0.748476166,0.366496297,NA,NA,NA,NA,NA
943_S1C1,,943,l3,l3_pc,-73.2882,156.121,246.292,22.3219,83.2755,43.296,24.7671,0.828193,-45.51,49.3175,0.5,32.5,-64.4438,NA,NA,N,4.28,NA,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-63.9304675,NA,NA,0.57610162,1.731701825,NA,NA,NA,NA,NA,-2.017649075,1.489017427,NA,NA,NA,NA,NA
946_S2C2,,946,l3,l3_pc,-73.2791,185.835,197.816,16.4106,16.1935,29.7624,21.6632,0.785014,-43.3542,41.9354,0.45,81.875,-59.25,1,1,Y,2.96,152.724,NA,N,NA,NA,NA,NA,NA,NA,none,N,Y,-72.106072,NA,NA,0.581325214,0.448282594,NA,NA,NA,NA,NA,-0.577299954,0.31704025,NA,NA,NA,NA,NA
987_S1C1,,987,l3,l3_pc,-72.2364,76.306,114.255,17.7961,2.62178,62.8521,49.1822,0.758999,-40.1194,47.7769,0.54,126.875,-56.5063,3.6667,1.0068,Y,3.6,262.4,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-73.7403,NA,NA,1.207239824,1.212332156,NA,NA,NA,NA,NA,-1.138635614,1.034970258,NA,NA,NA,NA,NA
987_S4C1,,987,l3,l3_pc,-62.6657,259.06,416.155,52.4668,13.7821,55.1339,56.9735,0.884209,-39.0881,30.7588,0.54,42.5,-56.6313,1.4167,1.0571,Y,4.56,112.1,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-62.960932,NA,NA,1.3993106,0.835509259,NA,NA,NA,NA,NA,-1.45906406,0.693280297,NA,NA,NA,NA,NA
994_S3C2,,994,l3,l3_pc,-73.5338,108.714,124.364,9.46504,10.6871,19.5968,37.4663,0.797371,-36.2687,46.7188,0.61,130,-47.9031,1,1,Y,3.44,196.6,Axonal,Y,3.038575,0.00381,Y,NA,NA,NA,epsp,N,Y,-73.728778,0.107636034,0.250479779,0.613340868,0.388751946,NA,NA,NA,NA,NA,-0.492220658,0.28393993,NA,NA,1,0.554777689,NA
1042_S1C1,,1042,l3,l3_pc,-63.9797,193.024,272.386,56.7758,52.607,24.8806,52.4153,0.622445,-34.9806,60.4644,0.58,52.5,-50.8438,1,1,Y,3.6,195.18,Y,Y,12.717,0,Y,-50.70343,0,Y,biphasic,Y,Y,-51.40451633,0.848985422,0.467318714,1.22760649,0.730787924,NA,NA,NA,-4.280382245,0.590939813,-4.846566531,0.811917855,57.73047826,159.1627944,0.165514636,0.202102654,NA
1047_S2C1,,1047,l3,l3_pc,-72.1898,101.973,130.751,16.2372,10.7895,27.6731,21.8931,0.86425,-37.755,45.1537,0.54,101.875,-53.7563,1.1667,1.0932,Y,3.76,417.247,Y,Y,32.38361,0,Y,NA,NA,NA,epsp,N,Y,-71.56816,2.5691498,0.560982319,3.1322926,0.571674663,5.449204082,6.984091828,6.93343362,NA,NA,-1.15564524,0.471916953,NA,NA,1,0.730489274,NA
1049_S3C2,,1049,l3,l3_pc,-74.0792,102.653,97.4672,10.281,12.6143,27.1444,24.6872,0.86111,-42.3963,52.64,0.48,110.625,-58.575,1,1,Y,3.96,294.779,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-72.79809388,NA,NA,0.654218288,0.423810848,NA,NA,NA,NA,NA,-0.702669714,0.22506266,NA,NA,NA,NA,NA
1082_S2C1,,1082,l3,l3_pc,-57.3745,301.111,711.857,34.3289,12.7377,11.2191,57.919,0.957618,-33.2431,53.8756,0.59,57.5,-46.2969,1,1,N,3.96,NA,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-68.041136,NA,NA,0.774939864,0.572800687,NA,NA,NA,NA,NA,-0.731684924,0.173365362,NA,NA,NA,NA,NA
1092_S1C2,,1092,l3,l3_pc,-86.4112,35.0266,34.5615,6.63701,6.69323,3.55014,8.54306,0.907022,NA,NA,NA,NA,NA,1,1,Y,2.56,515.887,Axonal,Y,35.938452,0,Y,NA,NA,NA,epsp,N,Y,-93.87762245,1.857309184,0.361761942,2.016018571,0.35001629,3.680877551,0.487627404,11.51687571,NA,NA,-0.349414857,0.079550413,NA,NA,1,0.852282946,NA
1137_S3C1,,1137,l3,l3_pc,-77.5217,118.98,325.078,33.0659,39.2261,44.3373,31.5101,0.98559,-58.6,28.3,0.57,70,-73.375,NA,NA,Y,3.44,166.521,Y ,Y,5.253893,0,Y,-12.814701,0,Y,biphasic,Y,Y,-75.18957,0.60430437,0.813316384,0.962697744,0.788579343,NA,NA,NA,-1.58251192,0.873219706,-1.58251192,0.873219706,62.50823913,40.01302279,0.276339797,0.378239073,NA
1240_S1C2_J,,1240,l3,l3_pc,-76.2578,132.777,195.9,15.3561,14.5565,16.1942,23.2507,0.845863,-42.5038,48.7075,0.5,75.625,-58.5219,3.1667,1.1037,Y,2.96,176.184,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-73.282415,NA,NA,0.57054159,0.4278712,NA,NA,NA,NA,NA,-0.553207765,0.297361756,NA,NA,NA,NA,NA
1240_S2C2_J,,1240,l3,l3_pc,-64.3906,91.8646,114.968,20.6083,12.8066,10.9391,21.6804,0.734806,-42.055,50.7775,0.55,80,-59.75,4.25,1.0148,Y,4.28,89.177,Y,Y,17.132569,0,Y,-3.991987,0.00028,Y,biphasic,Y,Y,-63.9244775,0.997446525,0.368211303,1.1511974,0.361556195,NA,NA,NA,-0.245496305,0.388942906,-0.5741931,0.438640948,NA,NA,0.802487855,0.667209771,NA
1306_S2C2,,1306,l3,l3_pc,-78.1079,198.167,215.476,21.4911,18.2376,35.2181,33.3592,0.748628,-42.8,48.3875,0.58,70,-60.4688,NA,NA,N,3.28,NA,Y,Y,2.3608,0.012589,Y,-6.735867,0,Y,biphasic,Y,Y,-62.62487,0.171191318,0.397196304,0.401945408,0.373064462,NA,NA,NA,-0.652965893,0.530954887,-0.875138087,0.542071004,NA,NA,0.207716824,0.314736984,NA
955_S3C1,,955,l5,l5a_pc,-78.8647,239.274,323.134,26.0331,23.2387,33.4285,43.396,0.948839,-39.6475,41.6488,0.79,115.625,-56.6938,1.5,1.071,Y,4.28,244.4,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-77.988326,NA,NA,0.742196192,1.122623542,NA,NA,NA,NA,NA,-0.563050666,0.291412123,NA,NA,NA,NA,NA
956_S1C1,,956,l5,l5a_pc,-61.6892,239.036,315.025,40.7935,23.9126,45.4186,30.2554,0.842851,-37.7212,46.6512,0.73,40.625,-55.1,2.25,1.1224,Y,4.44,135.2,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-60.995416,NA,NA,0.555910548,0.436543259,NA,NA,NA,NA,NA,-0.753588812,0.483708363,NA,NA,NA,NA,NA
987_S1C2,,987,l5,l5a_pc,-72.6143,170.373,314.383,53.4921,26.9588,22.6521,37.3997,0.838993,-40.7375,47.1875,0.47,69.375,-63.175,1.75,1.2034,Y,3.6,212.1,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-74.344202,NA,NA,1.009457688,0.777472118,NA,NA,NA,NA,NA,-0.97416696,0.595333809,NA,NA,NA,NA,NA
994_S1C1,,994,l5,l5a_pc,-62.723,156.704,235.669,19.5029,21.3268,29.298,21.9487,0.776606,-34.3888,45.505,0.65,53.125,-50.9875,1.5833,1.0727,Y,3.44,134.5,Y,Y,25.913556,0,Y,NA,NA,NA,epsp,N,Y,-61.069822,1.828623708,0.492105626,2.12147125,0.518726485,5.47144186,1.237011785,25.8573414,NA,NA,-0.734572248,0.687297362,NA,NA,1,0.742800749,NA
994_S2C1,,994,l5,l5a_pc,-66.5198,136.716,192.325,18.5808,15.0471,24.5816,24.251,0.639588,-30.4219,55.365,0.74,115,-44.4594,1.3333,1.0777,Y,4.28,114.7,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-66.69406136,NA,NA,0.44477124,0.277403709,NA,NA,NA,NA,NA,-0.479092591,0.170262321,NA,NA,NA,NA,NA
1042_S3C1,,1042,l5,l5a_pc,-52.2076,321.845,150.396,29.0728,25.2066,-18.254,17.6177,0.874332,-27.5813,56.5875,0.64,18.125,-49.3375,NA,NA,Y,2.68,338.011,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-52.311454,NA,NA,0.690512006,1.129151281,NA,NA,NA,NA,NA,-1.031111956,1.230879117,NA,NA,NA,NA,NA
1046_S2C1,,1046,l5,l5a_pc,-62.0029,193.452,329.769,49.5635,23.9972,34.2531,39.0349,0.677163,-38.5187,48.4062,0.62,48.75,-54.7281,1,1,Y,4.12,215.806,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-59.44117,NA,NA,0.39691812,0.321373144,NA,NA,NA,NA,NA,-0.365269506,0.241922473,NA,NA,NA,NA,NA
1091_S2C1,,1091,l5,l5a_pc,-63.7704,334.958,409.405,33.013,15.7929,21.2157,24.543,0.936455,-36.0438,44.35,0.91,46.875,-48.7188,1.6667,1.0135,Y,4.12,213.02,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-61.964046,NA,NA,0.775296336,0.640924455,NA,NA,NA,NA,NA,0.775296336,0.640924455,NA,NA,NA,NA,NA
1093_S2C2,,1093,l5,l5a_pc,-53.0496,211.334,195.417,33.1142,24.4738,19.6416,21.4634,0.923117,-30.3875,38.275,0.77,31.25,-46.1562,NA,NA,Y,4.72,367.017,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-50.945474,NA,NA,0.598599116,0.422417591,NA,NA,NA,NA,NA,-0.64577648,0.377265177,NA,NA,NA,NA,NA
1107_S1C2,,1107,l5,l5a_pc,-61.2136,182.629,220.186,20.396,25.4448,47.3347,52.1431,0.886919,-36.2125,57.775,0.56,44.375,-49.9688,1.667,1.0863,Y,3.44,234.742,Y,Y,17.995775,0,Y,-8.699786,0,Y,biphasic,Y,Y,-54.169656,1.70529044,0.670058623,2.05904006,0.639578283,10.36561905,4.532624507,39.83300493,-0.613191752,0.498393945,-1.080335,0.491802559,NA,NA,0.73552018,0.655875778,NA
1242_S1C2,,1242,l5,l5a_pc,-71.7641,260.576,293.861,23.619,23.1216,48.9922,33.3936,1,-37.4612,50.8119,0.7,53.125,-59.55,1,1,Y,4.12,442.799,N,N,NA,NA,NA,NA,NA,NA,none,N,Y,-67.42,NA,NA,0.375270698,0.488497541,NA,NA,NA,NA,NA,-0.690417,0.595388041,NA,NA,NA,NA,NA
956_S2C1,,956,l5,l5b_pc,-74.1995,185.219,307.264,18.6438,21.2466,45.7855,37.2292,0.825861,-44.585,45.1525,0.55,60,-63.0563,2,1.0876,Y,2.96,150.6,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-74.03295,NA,NA,0.57507488,0.525543725,NA,NA,NA,NA,NA,-0.563050666,0.291412123,NA,NA,NA,NA,NA
1046_S1C1,,1046,l5,l5b_pc,-69.6209,229.23,404.929,39.8334,25.3117,48.6494,32.0326,0.783807,-33.2869,46.5463,0.85,48.75,-52.4438,1.0833,1.0079,Y,3.6,24.216,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-64.86871,NA,NA,0.502713699,0.304943878,NA,NA,NA,NA,NA,-0.44884786,0.296212116,NA,NA,NA,NA,NA
1046_S3C2,,1046,l5,l5b_pc,-70.8183,279.186,361.209,25.2109,16.6722,28.1024,30.4173,0.769448,NA,NA,NA,NA,NA,NA,NA,Y,4.56,37.711,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-64.9171,NA,NA,0.82334,0.706903,NA,NA,NA,NA,NA,-0.79699,0.522956,NA,NA,NA,NA,NA
1049_S1C1,,1049,l5,l5b_pc,-75.8254,282.074,517.406,12.1879,14.2193,20.4899,31.8055,0.827405,-28.585,48.0013,0.69,57.5,-44.2469,1.0833,1.0183,Y,3.96,254.424,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-75.409682,NA,NA,1.07723706,0.561802934,NA,NA,NA,NA,NA,-1.17251178,0.702285045,NA,NA,NA,NA,NA
1092_S2C1,,1092,l5,l5b_pc,-80.8007,114.135,115.917,10.3275,9.79794,9.55328,14.5095,0.896823,-50.7062,35.6313,0.75,129.375,-61.7188,3.1667,1.014,Y,2.96,252.52,Axonal,Y,12.817375,0,Y,NA,NA,NA,epsp,N,Y,-86.322562,0.415146185,0.229027141,0.64880692,0.268662273,NA,NA,NA,NA,NA,-0.404943038,0.198874292,NA,NA,1,0.615712404,NA
